#SL,Name of the Manufacturer,Brand Name,Generic Name,Strength,Dosage Description,Price,Use For,DAR,company_id,generic_id,strength_id,dose_id,slug,price_cleaned
3173,Arges Life Science Ltd.,Steriz Instant Hand Sanitizer,Ethyl Alcohol + Isopropyl Alcohol,66 ml + 3.5 ml/100 ml,Gel,"100.00 Tk, 220.00 Tk",Human,222-0021-071,21,637,377.0,12,steriz-instant-hand-sanitizer,100.00220.00
3174,Arges Life Science Ltd.,Aquisol Hand Rub,Chlorhexidine Gluconate,500 mg/100 ml,Hand Rub,"40.00 Tk, 130.00 Tk",Human,222-0022-071,21,175,145.0,29,aquisol-hand-rub,40.00130.00
3196,Aristopharma Limited,Afix,Cefixime,100 mg/5 ml,Powder For Suspension,"145.00 Tk, 230.00 Tk",Human,143-0130-023,22,14,18.0,4,afix,145.00230.00
3249,Aristopharma Limited,Avolac   Oral,Lactulose,68 %,Oral Solution,"170.00 Tk, 290.00 Tk",Human,143-0071-060,22,201,163.0,23,avolac---oral,170.00290.00
3260,Aristopharma Limited,AZ,Azithromycin,200 mg/5 ml,Powder For Suspension,"200.00 Tk, 100.00 Tk, 140.00 Tk",Human,143-0113-023,22,1,20.0,4,az,200.00100.00140.00
3385,Aristopharma Limited,Xpa,Paracetamol,120 mg/5 ml,Suspension,"20.60 Tk, 30.00 Tk",Human,143-0046-006,22,26,31.0,6,xpa,20.6030.00
3397,Aristopharma Limited,Uniplex,Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1,20 mg + 2 mg + 2 mg + 5 mg/5 ml,Syrup,"35.50 Tk, 62.00 Tk",Human,143-0045-078,22,21,26.0,5,uniplex,35.5062.00
3431,Aristopharma Limited,Taxetil  DS,Cefpodoxime,80 mg/5 ml,Powder For Suspension,"99.00 Tk, 175.00 Tk",Human,143-0304-023,22,163,180.0,4,taxetil--ds,99.00175.00
3438,Aristopharma Limited,Arotrix,Permethrin,5 gm/100 gm,Cream,"28.00 Tk, 50.00 Tk",Human,143-0152-071,22,197,110.0,11,arotrix,28.0050.00
3449,Aristopharma Limited,Nitoxin,Nitazoxanide,100 mg/5 ml,Powder For Suspension,"36.00 Tk, 50.00 Tk",Human,143-0330-027,22,85,18.0,4,nitoxin,36.0050.00
3465,Aristopharma Limited,Nine Seas,Ascorbic Acid + Cod Liver Oil + Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin A + Vitamin B1 + Vitamin D3 + Vitamin E,17.5 mg + 100 mg + 9 mg + .35 mg + .85 mg + 2000 IU + .7 mg + 200 IU + 1.5 mg/5 ml,Syrup,"100.00 Tk, 170.00 Tk",Human,143-0339-078,22,452,198.0,5,nine-seas,100.00170.00
3481,Aristopharma Limited,Aristo Kid,Ascorbic Acid + Biotin + Calcium + Choline Bitartrate + Chromium + Cyanocobalamin + Inositol + Iodine + Magnesium + Manganese + Pantothenic acid + Para-Amino-Benzoic Acid + Pottassium + Riboflavin + Selenium + Vitamin A + Vitamin B1 + Vitamin D3 + Vitamin E + Zinc,1350 mg + 650 mcg + 550 mg + 200 mg + 70 mcg + 60 mcg + 200 mg + 500 mcg + 150 mg + 15 mg + 70 mg + 10 mg + 140 mg + 20 mg + 350 mcg + 17000 IU + 20 mg + 2750 IU + 200 IU + 50 mg,Syrup,"100.00 Tk, 190.00 Tk",Human,143-0361-078,22,660,398.0,5,aristo-kid,100.00190.00
3510,Aristopharma Limited,Soneta,Mometasone Furoate,100 mg/100 gm,Cream,"100.00 Tk, 500.00 Tk",Human,143-0393-071,22,553,60.0,11,soneta,100.00500.00
3551,Aristopharma Limited,Afix DS,Cefixime,200 mg/5 ml,Powder For Suspension,"195.00 Tk, 280.00 Tk",Human,143-0436-023,22,14,20.0,4,afix-ds,195.00280.00
3585,Aristopharma Limited,Ipralin HFA,Ipratropium Bromide + Salbutamol,20 mcg + 100 mcg/Metered Inhalation,Aerosol Inhalation,"225.00 Tk, 250.00 Tk",Human,143-0470-044,22,573,320.0,39,ipralin-hfa,225.00250.00
3590,Aristopharma Limited,Budison F 80,Budesonide + Formoterol Fumarate,80 mcg + 4.5 mcg/Puff,Inhalation Aerosol,"400.00 Tk, 600.00 Tk",Human,143-0475-044,22,562,306.0,51,budison-f-80,400.00600.00
3591,Aristopharma Limited,Budison F 160,Budesonide + Formoterol Fumarate,160 mcg + 4.5 mcg/Puff,Inhalation Aerosol,"500.00 Tk, 800.00 Tk",Human,143-0476-044,22,562,305.0,51,budison-f-160,500.00800.00
3680,Aristopharma Limited,Polyforte,Neomycin Sulphate + Polymixin B Sulphate + Prednisolone,350 mg + 127 mg + 500 mg/100 ml,Eye Drops,"90.00 Tk, 150.00 Tk",Human,143-0582-052,22,953,619.0,18,polyforte,90.00150.00
3816,Aristopharma Limited,Germfree Antiseptic Liquid,Cetrimide + Chlorhexidine Gluconate,3 gm + 300 mg/100 ml,Solution,"230.00 Tk, 715.00 Tk, 32.00 Tk, 153.00 Tk",Human,143-0720-071,22,408,171.0,14,germfree-antiseptic-liquid,230.00715.0032.00153.00
3817,Aristopharma Limited,Germfree 1.5%/15%,Cetrimide + Chlorhexidine Gluconate,15 gm + 1.5 gm/100 ml,Solution,"0.10 Tk, 1550.00 Tk",Human,143-0721-071,22,408,169.0,14,germfree-1.5%/15%,0.101550.00
3911,"Aristopharma Limited, Gazipur",Afix Powder for Suspension,Cefixime,100 mg/5 ml,Powder For Suspension,"145.00 Tk, 230.00 Tk",Human,378-0005-023,23,14,18.0,4,afix-powder-for-suspension,145.00230.00
3948,"Aristopharma Limited, Gazipur",Taxetil,Cefpodoxime,40 mg/5 ml,Powder For Suspension,"99.00 Tk, 195.00 Tk",Human,378-0044-023,23,163,83.0,4,taxetil,99.00195.00
4047,Asiatic Laboratories Ltd.,Afixime,Cefixime,100 mg/5 ml,Powder For Suspension,"130.00 Tk, 210.00 Tk",Human,023-0096-023,25,14,18.0,4,afixime,130.00210.00
4052,Asiatic Laboratories Ltd.,Asilac,Lactulose,68 %,Oral Solution,"120.00 Tk, 230.00 Tk",Human,023-0107-060,25,201,163.0,23,asilac,120.00230.00
4054,Asiatic Laboratories Ltd.,Asitrax,Levamisole,40 mg/5 ml,Syrup,"8.00 Tk, 12.00 Tk",Human,023-0046-008,25,125,83.0,5,asitrax,8.0012.00
4087,Asiatic Laboratories Ltd.,Nutrovita,Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1,20 mg + 2 mg + 2 mg + 5 mg/5 ml,Syrup,"20.91 Tk, 38.17 Tk",Human,023-0050-078,25,21,26.0,5,nutrovita,20.9138.17
4158,Asiatic Laboratories Ltd.,Tempol,Paracetamol,80 mg/ml,Paediatric Drops,"12.31 Tk, 15.73 Tk",Human,023-0157-006,25,26,75.0,7,tempol,12.3115.73
4160,Asiatic Laboratories Ltd.,Asizith,Azithromycin,200 mg/5 ml,Powder For Suspension,"85.00 Tk, 130.00 Tk",Human,023-0159-023,25,1,20.0,4,asizith,85.00130.00
4171,Asiatic Laboratories Ltd.,Tobicort,Dexamethasone + Tobramycin,100 mg + 300 mg/100 ml,Eye Drops,"90.00 Tk, 150.00 Tk",Human,023-0173-052,25,895,580.0,18,tobicort,90.00150.00
4179,Asiatic Laboratories Ltd.,NTZ PFS,Nitazoxanide,100 mg/5 ml,Powder For Suspension,"35.00 Tk, 50.00 Tk",Human,023-0181-027,25,85,18.0,4,ntz-pfs,35.0050.00
4192,Asiatic Laboratories Ltd.,Cefipod,Cefpodoxime,80 mg/5 ml,Powder For Suspension,"98.00 Tk, 195.00 Tk",Human,023-0200-023,25,163,180.0,4,cefipod,98.00195.00
4195,Asiatic Laboratories Ltd.,Vecef DS,Cephradine,250 mg/5 ml,Powder For Suspension,"80.00 Tk, 120.00 Tk",Human,023-0195-023,25,37,44.0,4,vecef-ds,80.00120.00
4227,Asiatic Laboratories Ltd.,Mecabis,Permethrin,5 gm/100 gm,Cream,"25.00 Tk, 40.00 Tk",Human,023-0230-071,25,197,110.0,11,mecabis,25.0040.00
4276,Asiatic Laboratories Ltd.,Asivit ZI,Elemental Iron + Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1 + Zinc,50 mg + 20 mg + 2 mg + 2 mg + 5 mg + 10 mg/5 ml,Syrup,"50.00 Tk, 90.00 Tk",Human,023-0162-078,25,419,176.0,5,asivit-zi,50.0090.00
4378,Astra Biopharmaceuticals Ltd.,Moov    1%,Diclofenac Sodium,1 gm/100 gm,Gel,"13.00 Tk, 60.00 Tk",Human,326-0056-071,26,29,52.0,12,moov----1%,13.0060.00
4382,Astra Biopharmaceuticals Ltd.,Energy B,Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1,20 mg + 2 mg + 2 mg + 5 mg/5 ml,Syrup,"20.84 Tk, 38.00 Tk",Human,326-0051-078,26,21,26.0,5,energy-b,20.8438.00
4512,Avarox Pharmaceuticals Ltd.,Orbivit B,Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1,20 mg + 2 mg + 2 mg + 5 mg/5 ml,Syrup,"20.84 Tk, 38.00 Tk",Human,120-0042-078,27,21,26.0,5,orbivit-b,20.8438.00
4570,Aztec Pharmaceuticals Ltd.,Atrex,Levamisole,40 mg/5 ml,Syrup,"10.00 Tk, 15.00 Tk",Human,217-0003-008,28,125,83.0,5,atrex,10.0015.00
4577,Aztec Pharmaceuticals Ltd.,Histasip,Chlorpheniramine Maleate,2 mg/5 ml,Syrup,"9.00 Tk, 14.00 Tk",Human,217-0005-021,28,20,23.0,5,histasip,9.0014.00
4583,Aztec Pharmaceuticals Ltd.,Phensilex,Promethazine Hydrochloride,5 mg/5 ml,Syrup,"10.00 Tk, 15.00 Tk",Human,217-0006-021,28,126,38.0,5,phensilex,10.0015.00
4584,Aztec Pharmaceuticals Ltd.,Plex,Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1,20 mg + 2 mg + 2 mg + 5 mg/5 ml,Syrup,"20.75 Tk, 37.75 Tk",Human,217-0025-078,28,21,26.0,5,plex,20.7537.75
4710,Beacon Pharmaceuticals PLC,Simpli-3,Azithromycin,200 mg/5 ml,Powder For Suspension,"85.57 Tk, 130.88 Tk, 185.00 Tk",Human,341-0065-023,31,1,20.0,4,simpli-3,85.57130.88185.00
4886,Beacon Pharmaceuticals PLC,Dorakid,Ascorbic Acid + Cod Liver Oil + Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin A + Vitamin B1 + Vitamin D3 + Vitamin E,17.5 mg + 100 mg + 9 mg + .35 mg + .85 mg + 2000 IU + .7 mg + 200 IU + 1.5 mg/5 ml,Syrup,"100.00 Tk, 150.00 Tk",Human,341-0251-078,31,452,198.0,5,dorakid,100.00150.00
5149,Beacon Pharmaceuticals PLC,Simendan 12.5 mg/5 ml,Levosimendan,12.5 mg/5 ml,Solution For Infusion,"4000.00 Tk, 6000.00 Tk",Human,341-0609-035,31,1133,735.0,63,simendan-12.5-mg/5-ml,4000.006000.00
5232,Belsen Pharmaceuticals Ltd.,Provit B,Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1,20 mg + 2 mg + 2 mg + 5 mg/5 ml,Syrup,"35.00 Tk, 60.00 Tk",Human,069-0040-078,32,21,26.0,5,provit-b,35.0060.00
5335,Bengal Remedies Ltd.,Remecox (Vet),Amprolium + Sulfaquinoxaline Sodium + Vitamin K,170 gm + 170 gm + 1 gm/KG,Powder,"270.00 Tk, 1090.00 Tk",Veterinary,375-0006-077,34,132,113.0,21,remecox-(vet),270.001090.00
5339,Bengal Remedies Ltd.,Remotet DS (Vet),Oxytetracycline,1 gm,Bolus,"3.40 Tk, 6.50 Tk",Veterinary,375-0010-077,34,135,101.0,20,remotet-ds-(vet),3.406.50
5344,Bengal Remedies Ltd.,Benasol (Vet),Ciprofloxacin,10 gm/100 ml,Solution,"225.00 Tk, 1050.00 Tk",Veterinary,375-0015-077,34,22,106.0,14,benasol-(vet),225.001050.00
5347,Bengal Remedies Ltd.,Remeneo (Vet),Neomycin Sulphate,70 gm/100 gm,Powder,"320.00 Tk, 1300.00 Tk",Veterinary,375-0018-077,34,144,124.0,21,remeneo-(vet),320.001300.00
5348,Bengal Remedies Ltd.,Bentedox (Vet),Doxycycline Hydrochloride + Tylosin Tartrate,250 mg + 200 mg/gm,Powder,"340.00 Tk, 1450.00 Tk",Veterinary,375-0020-077,34,1151,754.0,21,bentedox-(vet),340.001450.00
5357,Bengal Remedies Ltd.,Remeflox C (Vet),Ciprofloxacin,50 mg/ml,Injection,"90.00 Tk, 266.00 Tk, 35.00 Tk",Veterinary,375-0029-077,34,22,314.0,15,remeflox-c-(vet),90.00266.0035.00
5359,Bengal Remedies Ltd.,Intermectin (Vet),Ivermectin,10 mg/ml,Injection,"60.00 Tk, 115.00 Tk",Veterinary,375-0031-077,34,445,189.0,15,intermectin-(vet),60.00115.00
5360,Bengal Remedies Ltd.,Regenta 10% (Vet),Gentamicin,100 mg/ml,Injection,"45.00 Tk, 190.00 Tk, 380.00 Tk",Veterinary,375-0032-077,34,146,116.0,15,regenta-10%-(vet),45.00190.00380.00
5362,Bengal Remedies Ltd.,Bentronil (Vet),Nitroxynil,34 gm/100 ml,Injection,"75.00 Tk, 224.00 Tk",Veterinary,375-0034-077,34,522,497.0,15,bentronil-(vet),75.00224.00
5365,Bengal Remedies Ltd.,Bentil (Vet),Tilmicosin,250 mg/ml,Oral Solution,"825.00 Tk, 3600.00 Tk",Veterinary,375-0046-077,34,140,119.0,23,bentil-(vet),825.003600.00
5370,Bengal Remedies Ltd.,Flunixin (Vet),Flunixin,500 mg/10 ml,Injection,"100.00 Tk, 195.00 Tk, 500.00 Tk",Veterinary,375-0040-077,34,646,383.0,15,flunixin-(vet),100.00195.00500.00
5371,Bengal Remedies Ltd.,Remefos Plus (Vet),Cyanocobalamin + Toldimfos Sodium,5 mg + 20 gm/100 ml,Injection,"172.00 Tk, 380.00 Tk",Veterinary,375-0039-077,34,444,188.0,15,remefos-plus-(vet),172.00380.00
5385,Benham Pharmaceuticals Ltd.,Benvit B,Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1,20 mg + 2 mg + 2 mg + 5 mg/5 ml,Syrup,"35.00 Tk, 62.00 Tk",Human,125-0016-078,35,21,26.0,5,benvit-b,35.0062.00
5389,Benham Pharmaceuticals Ltd.,Safamin,Chlorpheniramine Maleate,2 mg/5 ml,Syrup,"11.70 Tk, 21.50 Tk",Human,125-0004-021,35,20,23.0,5,safamin,11.7021.50
5415,Benham Pharmaceuticals Ltd.,Benzith,Azithromycin,200 mg/5 ml,Powder For Suspension,"90.00 Tk, 140.00 Tk, 185.00 Tk",Human,125-0049-023,35,1,20.0,4,benzith,90.00140.00185.00
5442,Benham Pharmaceuticals Ltd.,Lactoben Solution,Lactulose,68 %,Oral Solution,"170.00 Tk, 290.00 Tk",Human,125-0074-060,35,201,163.0,23,lactoben-solution,170.00290.00
5484,Benham Pharmaceuticals Ltd.,Nitacure,Nitazoxanide,100 mg/5 ml,Powder For Suspension,"35.00 Tk, 50.00 Tk",Human,125-0117-027,35,85,18.0,4,nitacure,35.0050.00
5554,Beximco Pharmaceuticals Ltd.,Dexaqua  DS,Dextrose,10 gm/100 ml,IV Infusion,"78.20 Tk, 105.80 Tk",Human,298-0004-079,36,848,106.0,42,dexaqua--ds,78.20105.80
5555,Beximco Pharmaceuticals Ltd.,Dexoride,Dextrose + Sodium Chloride,5 gm + 900 mg/100 ml,IV Infusion,"75.89 Tk, 101.20 Tk",Human,298-0003-079,36,1055,699.0,42,dexoride,75.89101.20
5560,Beximco Pharmaceuticals Ltd.,Dexaqua,Dextrose,5 gm/100 ml,IV Infusion,"71.30 Tk, 91.99 Tk",Human,298-0001-079,36,848,251.0,42,dexaqua,71.3091.99
5577,Beximco Pharmaceuticals Ltd.,Aristoplex,Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1,20 mg + 2 mg + 2 mg + 5 mg/5 ml,Syrup,"25.67 Tk, 42.90 Tk",Human,186-0099-078,36,21,26.0,5,aristoplex,25.6742.90
5603,Beximco Pharmaceuticals Ltd.,Azithrocin,Azithromycin,200 mg/5 ml,Powder For Suspension,"185.00 Tk, 85.00 Tk, 130.00 Tk",Human,186-0136-023,36,1,20.0,4,azithrocin,185.0085.00130.00
5613,Beximco Pharmaceuticals Ltd.,Azmasol    2,Salbutamol,2 mg,Tablet,"0.26 Tk, 0.40 Tk",Human,186-0071-044,36,36,70.0,1,azmasol----2,0.260.40
5639,Beximco Pharmaceuticals Ltd.,Decomit    100,Beclomethasone Dipropionate,100 mcg/Metered Inhalation,Aerosol Inhalation,"200.00 Tk, 270.00 Tk",Human,186-0150-044,36,510,258.0,39,decomit----100,200.00270.00
5711,Beximco Pharmaceuticals Ltd.,Ipramid   HFA,Ipratropium Bromide,20 mcg/Metered Inhalation,Aerosol Inhalation,"200.00 Tk, 220.00 Tk",Human,186-0170-044,36,549,766.0,39,ipramid---hfa,200.00220.00
5745,Beximco Pharmaceuticals Ltd.,Napa,Paracetamol,120 mg/5 ml,Syrup,"35.00 Tk, 50.00 Tk",Human,186-0025-006,36,26,31.0,5,napa,35.0050.00
5756,Beximco Pharmaceuticals Ltd.,Neofloxin    750,Ciprofloxacin,750 mg,Tablet,"18.00 Tk, 25.00 Tk",Human,186-0247-023,36,22,13.0,1,neofloxin----750,18.0025.00
5843,Beximco Pharmaceuticals Ltd.,Ultrafen    1%,Diclofenac Sodium,1 gm/100 gm,Gel,"13.00 Tk, 35.00 Tk",Human,186-0120-071,36,29,52.0,12,ultrafen----1%,13.0035.00
5864,Beximco Pharmaceuticals Ltd.,Zedex  DS,Zinc,10 mg/5 ml,Syrup,"30.00 Tk, 50.00 Tk",Human,186-0291-062,36,31,33.0,5,zedex--ds,30.0050.00
5887,Beximco Pharmaceuticals Ltd.,Exovate,Clobetasol Propionate,50 mg/100 gm,Cream,"45.00 Tk, 90.00 Tk",Human,186-0411-071,36,97,53.0,11,exovate,45.0090.00
5903,Beximco Pharmaceuticals Ltd.,Bexitrol F   250/25,Fluticasone Propionate + Salmeterol,250 mcg + 25 mcg/Metered Inhalation,Aerosol Inhalation,"430.00 Tk, 795.00 Tk",Human,186-0362-044,36,514,269.0,39,bexitrol-f---250/25,430.00795.00
5910,Beximco Pharmaceuticals Ltd.,Neosten  HC,Clotrimazole + Hydrocortisone,1 gm + 1 gm/100 gm,Cream,"35.00 Tk, 55.00 Tk",Human,186-0418-071,36,876,567.0,11,neosten--hc,35.0055.00
5917,Beximco Pharmaceuticals Ltd.,Vercef,Cefpodoxime,40 mg/5 ml,Powder For Suspension,"98.00 Tk, 195.00 Tk",Human,186-0370-023,36,163,83.0,4,vercef,98.00195.00
5934,Beximco Pharmaceuticals Ltd.,Vitonic,Elemental Iron + Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1 + Zinc,50 mg + 20 mg + 2 mg + 2 mg + 5 mg + 10 mg/5 ml,Syrup,"30.00 Tk, 50.00 Tk, 80.00 Tk",Human,186-0434-078,36,419,176.0,5,vitonic,30.0050.0080.00
6005,Beximco Pharmaceuticals Ltd.,Nitaxide,Nitazoxanide,100 mg/5 ml,Powder For Suspension,"35.00 Tk, 50.00 Tk",Human,186-0544-027,36,85,18.0,4,nitaxide,35.0050.00
6032,Beximco Pharmaceuticals Ltd.,Cesonide 80  HFA,Ciclesonide,80 mcg/Metered Inhalation,Aerosol Inhalation,"250.00 Tk, 275.00 Tk",Human,186-0585-044,36,1198,780.0,39,cesonide-80--hfa,250.00275.00
6033,Beximco Pharmaceuticals Ltd.,Cesonide 160  HFA,Ciclesonide,160 mcg/Metered Inhalation,Aerosol Inhalation,"350.00 Tk, 375.00 Tk",Human,186-0586-044,36,1198,781.0,39,cesonide-160--hfa,350.00375.00
6043,Beximco Pharmaceuticals Ltd.,Prosan  HZ  12.5/100,Hydrochlorothiazide + Losartan Potassium,12.5 mg + 100 mg,Tablet,"8.00 Tk, 9.00 Tk",Human,186-0597-022,36,407,663.0,1,prosan--hz--12.5/100,8.009.00
6063,Beximco Pharmaceuticals Ltd.,Metoprol XL,Metoprolol Tartrate,100 mg,Tablet,"3.00 Tk, 5.00 Tk",Human,186-0638-022,36,70,9.0,1,metoprol-xl,3.005.00
6161,Beximco Pharmaceuticals Ltd.,Opanac,Nepafenac,.1 gm/100 ml,Eye Drops,"119.00 Tk, 150.00 Tk",Human,186-0747-052,36,947,613.0,18,opanac,119.00150.00
6189,Beximco Pharmaceuticals Ltd.,Calorate,Calcium Orotate,400 mg,Tablet,"8.00 Tk, 990.00 Tk",Human,186-0788-062,36,601,22.0,1,calorate,8.00990.00
6198,Beximco Pharmaceuticals Ltd.,Tyclav,Amoxicillin + Clavulanic Acid,125 mg + 31.25 mg/5 ml,Powder For Suspension,"175.00 Tk, 135.00 Tk",Human,186-0804-023,36,116,97.0,4,tyclav,175.00135.00
6224,Beximco Pharmaceuticals Ltd.,Tioriva Bexicap,Tiotropium,18 mcg,Inhalation Capsule,"8.00 Tk, 360.00 Tk",Human,186-0825-044,36,695,430.0,52,tioriva-bexicap,8.00360.00
6295,Beximco Pharmaceuticals Ltd.,Voligel Gel,Diclofenac Sodium,1 gm/100 gm,Emulgel,"80.00 Tk, 97.00 Tk",Human,186-0790-071,36,29,52.0,90,voligel-gel,80.0097.00
6315,Beximco Pharmaceuticals Ltd.,Gensulin R,Insulin (Human) R,100 IU/ml,Injection,"220.00 Tk, 415.00 Tk",Human,186-0959-015,36,957,475.0,15,gensulin-r,220.00415.00
6316,Beximco Pharmaceuticals Ltd.,Gensulin N,Insulin (Human) N,100 IU/ml,Injection,"222.00 Tk, 415.00 Tk",Human,186-0958-015,36,976,475.0,15,gensulin-n,222.00415.00
6317,Beximco Pharmaceuticals Ltd.,Gensulin M 30/70,Insulin (Human) 30/70,100 IU/ml,Injection,"222.00 Tk, 415.00 Tk",Human,186-0957-015,36,955,475.0,15,gensulin-m-30/70,222.00415.00
6429,Beximco Pharmaceuticals Ltd.,Rx Sanitizer,Isopropyl Alcohol,75 ml/100 ml,Solution,"75.00 Tk, 150.00 Tk",Human,186-1048-071,36,816,531.0,14,rx-sanitizer,75.00150.00
6671,Biogen Pharmaceuticals Ltd.,Bio-Care Hand Sanitizer,Glycerol + Hydrogen Peroxide Solution + Isopropyl Alcohol,1.45 ml + 4.17 ml + 75 ml/100 ml,Hand Rub,"130.00 Tk, 220.00 Tk",Human,139-0059-071,39,769,508.0,29,bio-care-hand-sanitizer,130.00220.00
6672,Biogen Pharmaceuticals Ltd.,Hexigen Hand Rub,Chlorhexidine Gluconate + Isopropyl Alcohol,500 mg + 70 gm/100 ml,Solution,"40.00 Tk, 130.00 Tk",Human,139-0058-071,39,99,79.0,14,hexigen-hand-rub,40.00130.00
6772,Biopharma Ltd.,Biopen VK,Phenoxymethyl Penicillin,125 mg/5 ml,Powder For Suspension,"28.91 Tk, 18.28 Tk",Human,064-0028-023,40,782,17.0,4,biopen-vk,28.9118.28
6775,Biopharma Ltd.,Biotrex,Levamisole,40 mg/5 ml,Syrup,"8.03 Tk, 15.00 Tk",Human,064-0009-008,40,125,83.0,5,biotrex,8.0315.00
6778,Biopharma Ltd.,Biovit,Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1,20 mg + 2 mg + 2 mg + 5 mg/5 ml,Syrup,"30.00 Tk, 50.00 Tk",Human,064-0103-078,40,21,26.0,5,biovit,30.0050.00
6808,Biopharma Ltd.,Lactu,Lactulose,68 %,Oral Solution,"120.00 Tk, 200.00 Tk",Human,064-0114-060,40,201,163.0,23,lactu,120.00200.00
6811,Biopharma Ltd.,Maczith,Azithromycin,200 mg/5 ml,Powder For Suspension,"95.00 Tk, 160.60 Tk, 180.00 Tk",Human,064-0150-023,40,1,20.0,4,maczith,95.00160.60180.00
6826,Biopharma Ltd.,Salbu,Salbutamol,2 mg/5 ml,Syrup,"11.04 Tk, 22.93 Tk",Human,064-0099-044,40,36,23.0,5,salbu,11.0422.93
6866,Biopharma Ltd.,Cipcin,Ciprofloxacin,250 mg/5 ml,Powder For Suspension,"90.34 Tk, 230.00 Tk",Human,064-0190-023,40,22,44.0,4,cipcin,90.34230.00
6908,Biopharma Ltd.,Biomycin (Vet),Oxytetracycline,20 gm/100 gm,Powder,"80.00 Tk, 380.00 Tk",Veterinary,064-0243-077,40,135,117.0,21,biomycin-(vet),80.00380.00
6921,Biopharma Ltd.,Atinid,Nitazoxanide,100 mg/5 ml,Powder For Suspension,"35.13 Tk, 50.19 Tk",Human,064-0256-027,40,85,18.0,4,atinid,35.1350.19
7006,Biopharma Ltd.,Tylost (Oral) Vet,Tylosin,20 gm/100 gm,Powder,"212.00 Tk, 1000.00 Tk, 1920.00 Tk",Veterinary,064-0343-077,40,138,117.0,21,tylost-(oral)-vet,212.001000.001920.00
7043,Biopharma Ltd.,Besteof Forte,Cefixime,200 mg/5 ml,Powder For Suspension,"195.74 Tk, 280.00 Tk",Human,064-0382-023,40,14,20.0,4,besteof-forte,195.74280.00
7099,Biopharma Ltd.,Timosin (Vet),Tilmicosin,250 mg/ml,Oral Solution,"810.00 Tk, 3590.00 Tk",Veterinary,064-0474-077,40,140,119.0,23,timosin-(vet),810.003590.00
7110,Biopharma Ltd.,Biorub Solution,Chlorhexidine Gluconate,2.5 gm/100 ml,Solution,"40.00 Tk, 130.00 Tk",Human,064-0484-029,40,175,121.0,14,biorub-solution,40.00130.00
7206,Bridge Pharmaceuticals Ltd.,Maxcool Powder (Vet),Acetylsalicylic Acid + Ascorbic Acid,60 gm + 6.65 gm/100 gm,Powder,"40.00 Tk, 250.00 Tk",Veterinary,085-0035-077,41,1264,111.0,21,maxcool-powder-(vet),40.00250.00
7220,Bridge Pharmaceuticals Ltd.,Linospin Injection (Vet) 100ml,Lincomycin + Spectinomycin,50 mg + 100 mg/ml,Injection,"160.00 Tk, 1250.00 Tk",Veterinary,085-0057-077,41,1268,844.0,15,linospin-injection-(vet)-100ml,160.001250.00
7364,Central Pharmaceutical Ltd.,Centagan,Chlorpheniramine Maleate,2 mg/5 ml,Syrup,"9.50 Tk, 12.00 Tk",Human,060-0010-021,45,20,23.0,5,centagan,9.5012.00
7372,Central Pharmaceutical Ltd.,Cytaplex,Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1,20 mg + 2 mg + 2 mg + 5 mg/5 ml,Syrup,"22.00 Tk, 37.60 Tk",Human,060-0039-078,45,21,26.0,5,cytaplex,22.0037.60
7388,Central Pharmaceutical Ltd.,Ventol,Salbutamol,2 mg/5 ml,Syrup,"10.50 Tk, 15.00 Tk",Human,060-0045-044,45,36,23.0,5,ventol,10.5015.00
7423,Chemist Laboratories Ltd.,Abac,Cephradine,125 mg/5 ml,Powder For Suspension,"65.00 Tk, 95.00 Tk",Human,050-0111-023,46,37,17.0,4,abac,65.0095.00
7549,Chemist Laboratories Ltd.,Polydin,Povidone Iodine,10 gm/100 ml,Topical Solution,"35.00 Tk, 110.00 Tk",Human,050-0159-071,46,123,106.0,19,polydin,35.00110.00
7552,Chemist Laboratories Ltd.,Azithin,Azithromycin,200 mg/5 ml,Powder For Suspension,"165.00 Tk, 185.00 Tk",Human,050-0204-023,46,1,20.0,4,azithin,165.00185.00
7581,Chemist Laboratories Ltd.,Metagen,Toldimfos Sodium,200 mg/ml,Injection,"50.00 Tk, 250.00 Tk",Veterinary,050-0235-077,46,1154,213.0,15,metagen,50.00250.00
7714,Chemist Laboratories Ltd.,Topicare Ointment,Clobetasol Propionate + Salicylic Acid,.05 gm + 3 gm/100 gm,Ointment,"70.00 Tk, 150.00 Tk",Human,050-0387-071,46,959,622.0,9,topicare-ointment,70.00150.00
