name,slug,status
Melengestrol Acetate + Zilpaterol Hydrochloride,melengestrol-acetate-+-zilpaterol-hydrochloride,1
Citric Acid + Lactic Acid + Potassium Bitartrate,citric-acid-+-lactic-acid-+-potassium-bitartrate,1
Formoterol Fumarate Dihydrate + Mometasone Furoate,formoterol-fumarate-dihydrate-+-mometasone-furoate,1
Boric Acid + Calcium Gluconate + Magnesium Hypophosphite Hexahydrate,boric-acid-+-calcium-gluconate-+-magnesium-hypophosphite-hexahydrate,1
Elemental Zinc,elemental-zinc,1
Beclomethasone Dipropionate + Formoterol Fumarate Dihydrate + Glycopyrronium,beclomethasone-dipropionate-+-formoterol-fumarate-dihydrate-+-glycopyrronium,1
Estradiol Valerate + Medroxyprogesterone Acetate,estradiol-valerate-+-medroxyprogesterone-acetate,1
Pranlukast Hydrate,pranlukast-hydrate,1
Xylazine,xylazine,1
Difloxacin,difloxacin,1
Isoflupredone Acetate,isoflupredone-acetate,1
Hydroxypropyl Methyl Cellulose,hydroxypropyl-methyl-cellulose,1
Bosentan,bosentan,1
Disodium Hydrogen Phosphate Dodecahydrate + Sodium Dihydrogen Phosphate Dihydrate,disodium-hydrogen-phosphate-dodecahydrate-+-sodium-dihydrogen-phosphate-dihydrate,1
Propafenone Hydrochloride,propafenone-hydrochloride,1
Hydrous Benzoyl Peroxide,hydrous-benzoyl-peroxide,1
Coal Tar Solution + Precipitated Sulpher + Salicylic Acid,coal-tar-solution-+-precipitated-sulpher-+-salicylic-acid,1
Selegiline Hydrochloride,selegiline-hydrochloride,1
Dofetilide,dofetilide,1
Imiquimod,imiquimod,1
Colesevelam Hydrochloride,colesevelam-hydrochloride,1
Procainamide Hydrochloride,procainamide-hydrochloride,1
Dronedarone,dronedarone,1
Trospium Chloride,trospium-chloride,1
White Soft Paraffin,white-soft-paraffin,1
Desmopressin Acetate,desmopressin-acetate,1
Cetrimide + Disodium Edetate,cetrimide-+-disodium-edetate,1
Apomorphine Hydrochloride,apomorphine-hydrochloride,1
Cariprazine,cariprazine,1
Precipitated Sulpher + Salicylic Acid,precipitated-sulpher-+-salicylic-acid,1
Vasline,vasline,1
Methoxsalen,methoxsalen,1
Lidocaine + Tetracaine,lidocaine-+-tetracaine,1
Aspirin Immediate Release Tablet + Dipyridamole Extended Release Pellets,aspirin-immediate-release-tablet-+-dipyridamole-extended-release-pellets,1
Epinephrine + Lidocaine Hydrochloride,epinephrine-+-lidocaine-hydrochloride,1
Icosapent Ethyl (Including D-Alpha-Tocopherol As Antioxidant),icosapent-ethyl-(including-d-alpha-tocopherol-as-antioxidant),1
Elobixibat,elobixibat,1
